FIRST,LAST,TEAM,AGE,HEIGHT,INCHES,TOTAL_HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Onyeka,Okongwu,ATL,22,6,9,81,240,Southern California,USA,2020,1,6,80,41,39,23.1,9.9,4,6.2,63.8,0.1,0.2,30.8,1.9,2.5,78.1,2.7,4.5,7.2,1,1,0.7,1.3,3.1,25.1,12,0,0.8,1.8,11.7,19,15,67.8,6
Isaac,Okoro,CLE,22,6,5,77,225,Auburn,USA,2020,1,5,76,48,28,21.7,6.4,2.3,4.7,49.4,0.8,2.3,36.3,1,1.4,75.7,0.7,1.8,2.5,1.1,0.6,0.7,0.4,2.1,14,0,0,1.7,5.4,3.3,8.5,11.7,61.4,7
KZ,Okpala,SAC,24,6,8,80,215,Stanford,USA,2019,2,32,35,19,16,7.1,1.3,0.5,1.1,42.1,0.2,0.6,33.3,0.2,0.2,87.5,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,4,0,0,-0.3,1.5,2.8,10.2,8.1,55.4,6.5
Victor,Oladipo,MIA,31,6,3,75,213,Indiana,USA,2013,1,2,42,23,19,26.3,10.7,3.8,9.6,39.7,1.7,5,33,1.4,1.9,74.7,0.4,2.7,3,3.5,2.1,1.4,0.3,2.4,22.4,0,0,-0.8,-1.5,1.4,10.9,20.4,51.3,20.6
Kelly,Olynyk,UTA,32,6,11,83,240,Gonzaga,Canada,2013,1,13,68,28,40,28.6,12.5,4.1,8.2,49.9,1.4,3.5,39.4,2.9,3.4,85.3,1.2,5,6.2,3.7,2.5,0.9,0.5,3.4,27.2,9,0,0.2,0.4,4.2,16.4,17.6,64.3,17.3
Eugene,Omoruyi,DET,26,6,6,78,235,Oregon,Nigeria,Undrafted,Undrafted,Undrafted,40,10,30,16.1,7,2.5,5.7,44.3,0.6,2.2,28.1,1.3,1.9,68,1.1,1.7,2.8,0.7,0.9,0.7,0.1,2.3,12.8,0,0,-1,-1.9,6.5,11,19.2,53.3,6.5
Royce,O'Neale,BKN,30,6,6,78,226,Baylor,USA,Undrafted,Undrafted,Undrafted,76,42,34,31.7,8.8,3,7.8,38.6,2.1,5.5,38.9,0.7,0.9,72.5,0.7,4.3,5.1,3.7,1.5,0.9,0.6,3.1,23.5,4,1,1,2.1,2.5,12.9,13.6,53.8,15.5
Cedi,Osman,CLE,28,6,7,79,230,None,Turkey,2015,2,31,77,48,29,20.1,8.7,3.1,6.9,45.1,1.5,4.1,37.2,1,1.4,69.4,0.3,2,2.3,1.5,0.7,0.5,0.1,1.6,14.8,1,0,3,7.5,1.7,10,17.8,57.9,10.7
Kelly,Oubre,CHA,27,6,6,78,203,Kansas,USA,2015,1,15,48,16,32,32.2,20.3,7.4,17.1,43.1,2.3,7.1,31.9,3.3,4.3,76,1.4,3.8,5.2,1.1,1.3,1.4,0.4,2.9,32.2,3,0,-5.8,-7.7,3.8,12.1,25.7,53.4,5.7
Chris,Paul,PHX,38,6,1,73,175,Wake Forest,USA,2005,1,4,59,33,26,32,13.9,5,11.3,44,1.7,4.4,37.5,2.3,2.7,83.1,0.5,3.8,4.3,8.9,1.9,1.5,0.4,2.1,36.1,17,0,1.4,2.3,1.4,11.8,19.5,55.5,38.9
Cameron,Payne,PHX,28,6,1,73,183,Murray State,USA,2015,1,14,48,27,21,20.2,10.3,3.9,9.4,41.5,1.4,3.9,36.8,1,1.3,76.6,0.3,2,2.2,4.5,1.7,0.7,0.2,1.8,20.5,3,0,1.6,4.1,1.2,10,23.9,51.2,30.8
Gary,Payton II,GSW,30,6,2,74,195,Oregon State,USA,Undrafted,Undrafted,Undrafted,22,13,9,16.7,4.6,1.9,3.1,59.4,0.6,1.2,50,0.3,0.3,85.7,1.1,2,3.1,1.4,0.7,1,0.2,2,13.4,0,0,1.8,5.4,6.9,12.1,10.1,70.1,10.6
Theo,Pinson,DAL,27,6,7,79,212,North Carolina,USA,Undrafted,Undrafted,Undrafted,40,19,21,8.1,2.4,0.8,2.2,35.6,0.6,1.6,35.5,0.3,0.3,84.6,0.3,1.3,1.6,1.2,0.3,0.2,0,0.9,6.2,1,1,-1.3,-7.6,2.9,16.3,13.6,51.2,19.6
Scotty,Pippen Jr.,LAL,22,6,1,73,170,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,6,1,5,5.3,2.3,0.7,2,33.3,0.2,0.5,33.3,0.8,1.5,55.6,0.3,0.3,0.7,0.3,0.3,0.3,0.2,0.5,4.8,0,0,-0.2,-1.5,5,5.7,23.1,43.9,12.5
Mason,Plumlee,LAC,33,7,1,85,254,Duke,USA,2013,1,22,79,28,51,26,10.8,4.2,6.1,68,0,0,0,2.5,4,63.6,2.9,6,8.9,3.1,1.5,0.6,0.6,2.7,28.2,23,0,-3.4,-5.9,10.5,23.8,14.9,68.9,16.6
Jakob,Poeltl,TOR,27,7,1,85,245,Utah,Austria,2016,1,9,72,26,46,26.5,12.5,5.4,8.6,62.9,0,0,0,1.7,2.8,59.2,3.3,5.8,9.1,2.7,1.7,0.9,1.2,2.7,32,19,0,-2,-3.1,11.7,24,18,63.5,14.6
Aleksej,Pokusevski,OKC,21,7,1,85,210,None,Serbia,2020,1,17,34,16,18,20.6,8.1,3.2,7.3,43.4,1.1,3.1,36.5,0.6,1,62.9,1.3,3.4,4.7,1.9,1.3,0.6,1.3,1.7,20.8,3,0,-5.8,-12.7,5.8,16,17.9,52.2,13
Jordan,Poole,GSW,24,6,4,76,194,Michigan,USA,2019,1,28,82,44,38,30,20.4,6.7,15.6,43,2.6,7.8,33.6,4.4,5.1,87,0.4,2.4,2.7,4.5,3.1,0.8,0.3,2.6,30.5,1,0,-0.1,-0.8,1.3,7.3,28.2,57.3,23.4
Kevin,Porter Jr.,HOU,23,6,4,76,203,Southern California,USA,2019,1,30,59,18,41,34.3,19.2,6.6,15,44.2,2.4,6.5,36.6,3.5,4.5,78.4,1.3,4,5.3,5.7,3.2,1.4,0.3,2.6,36,9,1,-5.8,-8.3,3.6,11.7,23.9,56.5,26
Michael,Porter Jr.,DEN,25,6,10,82,218,Missouri,USA,2018,1,14,62,41,21,29,17.4,6.4,13.2,48.7,3,7.3,41.4,1.5,1.9,80,1,4.5,5.5,1,1.1,0.6,0.5,1.9,27.7,3,0,6.7,10.4,3.8,15.1,22,62.1,4.8
Otto,Porter Jr.,TOR,30,6,8,80,198,Georgetown,USA,2013,1,3,8,4,4,18.3,5.5,1.9,3.8,50,0.8,2.1,35.3,1,1,100,0.8,1.6,2.4,1,0.5,1.4,0,0.9,13.5,0,0,-2.6,-5,3.8,9.6,10.4,65.6,7.8
Bobby,Portis,MIL,28,6,11,83,250,Arkansas,USA,2015,1,22,70,47,23,26,14.1,5.7,11.5,49.6,1.4,3.7,37,1.4,1.8,76.8,2.2,7.4,9.6,1.5,1.2,0.4,0.2,1.6,28.6,38,0,0.2,-0.1,8,26.3,21.1,57.5,8.7
Kristaps,Porzingis,WAS,27,7,3,87,240,None,Latvia,2015,1,4,65,27,38,32.6,23.2,7.8,15.7,49.8,2.1,5.5,38.5,5.4,6.4,85.1,1.8,6.6,8.4,2.7,2.1,0.9,1.5,3,42.4,20,0,1.2,1.4,5.7,19.4,27.2,62.7,12.5
Micah,Potter,UTA,25,6,8,80,248,Wisconsin,USA,Undrafted,Undrafted,Undrafted,7,4,3,7.5,3.4,1.4,2.1,66.7,0.6,1,57.1,0,0,0,0.4,1.9,2.3,0.6,0.3,0.1,0,0.7,7.2,1,0,-0.4,-4.2,4.6,22,12.1,80,13.3
Dwight,Powell,DAL,31,6,10,82,240,Stanford,Canada,2014,2,45,76,37,39,19.2,6.7,2.6,3.5,73.2,0,0.1,0,1.5,2.2,66.7,2,2.2,4.1,0.9,0.9,0.6,0.3,2.8,15,1,0,2.2,6.2,10.6,12,12.3,73.8,6.7
Norman,Powell,LAC,30,6,4,76,215,UCLA,USA,2015,2,46,60,31,29,26.1,17,5.7,11.8,47.9,1.9,4.8,39.7,3.8,4.6,81.2,0.4,2.5,2.9,1.8,1.7,0.8,0.3,2.1,24.9,0,0,-2.1,-3.8,1.5,9.3,25.1,61.2,11.5
Jason,Preston,LAC,23,6,3,75,181,Ohio,USA,2021,2,33,14,4,10,8.8,2.9,1.3,2.9,43.9,0.4,1.3,27.8,0,0.1,0,0.1,1.4,1.6,1.9,0.7,0.1,0,0.5,7.4,0,0,-0.8,-1.6,1.4,17.5,16.6,48.9,30.7
Joshua,Primo,SAS,20,6,6,78,189,Alabama,Canada,2021,1,12,4,3,1,23.3,7,2.3,6.5,34.6,0.8,3,25,1.8,2.3,77.8,0.5,2.8,3.3,4.5,2.8,0.3,0.5,2,17.2,0,0,-0.5,1.7,1.9,11.3,17.3,46.7,23.7
Taurean,Prince,MIN,29,6,6,78,218,Baylor,USA,2016,1,12,54,31,23,22.1,9.1,3.3,7,46.7,1.4,3.6,38.1,1.2,1.4,84.4,0.3,2.2,2.4,1.6,1.3,0.5,0.3,2.3,15.5,0,0,0,0.9,1.3,9.6,16.5,59.7,9.4
Payton,Pritchard,BOS,25,6,1,73,195,Oregon,USA,2020,1,26,48,32,16,13.4,5.6,2.1,5.1,41.2,1.2,3.2,36.4,0.3,0.3,75,0.5,1.3,1.8,1.3,0.8,0.3,0,0.8,9.9,1,1,0.3,1.4,3.8,9.4,19.3,53.6,15.3
Trevelin,Queen,IND,26,6,6,78,190,New Mexico State,USA,Undrafted,Undrafted,Undrafted,7,2,5,10,3,1,4.1,24.1,0.3,2.1,13.3,0.7,0.7,100,1.1,1.3,2.4,0.9,1,0.3,0.7,0.6,9.2,0,0,2,9.2,8.6,13.8,19.4,33.7,10.9
Neemias,Queta,SAC,23,7,1,85,248,Utah State,Portugal,2021,2,39,5,1,4,5.7,2.4,1.2,1.8,66.7,0,0,0,0,0.4,0,1,1.2,2.2,0.2,0.2,0,0.4,1.4,6.3,0,0,-6,-43.5,13.5,21.4,14.1,60.7,6.7
Immanuel,Quickley,NYK,24,6,2,74,190,Kentucky,USA,2020,1,25,81,47,34,28.9,14.9,5.2,11.6,44.8,2.1,5.6,37,2.5,3.1,81.9,0.7,3.4,4.2,3.4,1.2,1,0.2,2,27.3,4,0,3.9,6.2,2.4,11,20.3,57.8,17.8
Lester,Quinones,GSW,22,6,4,76,208,Memphis,USA,Undrafted,Undrafted,Undrafted,4,4,0,4.5,2.5,0.5,1.3,40,0.5,1,50,1,1.5,66.7,0.3,0.5,0.8,0.5,1.3,0.3,0,0,3.7,0,0,1.5,14.6,7.1,8.7,28.3,65.4,12.5
Julius,Randle,NYK,28,6,8,80,250,Kentucky,USA,2014,1,7,77,44,33,35.5,25.1,8.5,18.6,45.9,2.8,8.3,34.3,5.2,6.9,75.7,1.8,8.1,10,4.1,2.8,0.6,0.3,3,43.2,40,0,2.2,2.7,5,22.6,28.8,58.1,18.4
Austin,Reaves,LAL,25,6,5,77,197,Oklahoma,USA,Undrafted,Undrafted,Undrafted,64,35,29,28.8,13,4,7.7,52.9,1.3,3.4,39.8,3.6,4.1,86.4,0.5,2.5,3,3.4,1.5,0.5,0.3,1.7,22.6,1,0,3.3,4.9,1.8,7.9,15.4,68.7,15.5
Cam,Reddish,POR,23,6,7,79,217,Duke,USA,2019,1,10,40,14,26,24.7,9.7,3.5,7.8,44.6,1.1,3.6,31.3,1.6,1.9,85.3,0.5,1.8,2.2,1.4,1.2,1,0.4,1.8,17.3,0,0,-4.8,-9,1.7,7,16.6,56.1,8.5
Davon,Reed,LAL,28,6,5,77,206,Miami,USA,2017,2,32,43,29,14,8,2.1,0.7,2,33.3,0.4,1.1,37,0.4,0.6,66.7,0.2,1.1,1.4,0.5,0.5,0.3,0.1,0.9,5.4,0,0,-2.3,-14.1,3.1,14.6,14.2,47.1,9.9
Paul,Reed,PHI,24,6,9,81,210,DePaul,USA,2020,2,58,69,44,25,10.9,4.2,1.8,3,59.3,0,0.1,16.7,0.6,0.7,74.5,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,12.8,5,0,-0.2,-0.4,14.7,20.7,15.2,62,5.1
Naz,Reid,MIN,23,6,9,81,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,68,32,36,18.4,11.5,4.6,8.5,53.7,1.1,3.2,34.6,1.3,1.9,67.7,1.1,3.8,4.9,1.1,1.4,0.6,0.8,2.6,21.9,4,0,-1.9,-4.2,5.8,20.5,24.2,61.7,9.8
Jared,Rhoden,DET,23,6,6,78,210,Seton Hall,USA,Undrafted,Undrafted,Undrafted,14,2,12,14.1,3.2,1.2,3.1,38.6,0.4,1.4,25,0.4,0.4,100,0.8,1.9,2.6,0.3,0.2,0.3,0.1,1.6,7.7,0,0,1.5,4.3,5.5,13.5,10.6,48.2,2.8
Nick,Richards,CHA,25,7,1,85,245,Kentucky,Jamaica,2020,2,42,65,21,44,18.7,8.2,3,4.8,62.9,0,0,100,2.1,2.8,74.9,2.3,4.1,6.4,0.6,0.9,0.2,1.1,2.4,19.6,14,0,-1.7,-4.5,11.3,21,15.1,67.6,4.6
Josh,Richardson,NOP,29,6,6,78,200,Tennessee,USA,2015,2,40,65,24,41,23.5,10.1,3.7,8.5,43.1,1.6,4.5,36.5,1.1,1.2,85.2,0.6,2.1,2.7,2.7,1.3,1.1,0.3,1.8,20.1,1,0,-2.5,-5.2,2.6,8.7,18,55.5,16
Austin,Rivers,MIN,30,6,4,76,200,Duke,USA,2012,1,10,52,25,27,19.5,4.9,1.8,4,43.5,0.8,2.4,35,0.6,0.8,76.9,0.1,1.5,1.6,1.4,0.4,0.5,0.1,1.5,10.4,0,0,-2.7,-4.9,0.5,7.8,10.4,56.4,9.5
Duncan,Robinson,MIA,29,6,7,79,215,Michigan,USA,Undrafted,Undrafted,Undrafted,42,19,23,16.4,6.4,2.1,5.6,37.1,1.5,4.6,32.8,0.7,0.8,90.6,0.2,1.5,1.6,1.1,0.7,0.3,0,1.8,10.3,0,0,-1.3,-5,1.2,9.4,17.2,53.4,10.1
Mitchell,Robinson,NYK,25,7,1,85,240,Western Kentucky,USA,2018,2,36,59,35,24,26.9,7.4,3.2,4.7,67.1,0,0,0,1,2.1,48.4,4.5,4.9,9.4,0.9,0.7,0.9,1.8,2.7,27.7,13,0,3.1,7.3,16.4,17.8,10.1,65.2,4.4
Orlando,Robinson,MIA,22,6,10,82,235,Fresno State,USA,Undrafted,Undrafted,Undrafted,31,18,13,13.7,3.7,1.5,2.9,52.8,0,0.2,0,0.7,1,71,1.5,2.5,4.1,0.8,0.5,0.4,0.4,1.7,11.6,0,0,0.9,3.8,10.8,20.1,11.6,56.5,8.6
Jeremiah,Robinson-Earl,OKC,22,6,8,80,240,Villanova,USA,2021,2,32,43,16,27,18.9,6.8,2.6,5.8,44.4,0.9,2.6,33.3,0.8,1,83.3,1.7,2.5,4.2,1,0.4,0.6,0.3,1.7,15.3,1,0,-0.2,-0.9,8.2,12.9,14.3,54.8,6.9
Isaiah,Roby,NYK,25,6,8,80,230,Nebraska,USA,2019,2,45,42,9,33,11.3,4.1,1.6,3.7,43.2,0.4,1.4,30,0.5,1,48.8,0.5,2.1,2.6,0.9,0.7,0.4,0.2,1.3,9.6,0,0,-2.6,-10.4,4,18.8,17.3,49.7,11.4
David,Roddy,MEM,22,6,4,76,255,Colorado State,USA,2022,1,23,70,44,26,18,6.7,2.6,6,42.9,0.9,3,30.7,0.6,0.9,63.1,0.7,2,2.8,0.8,0.8,0.4,0.3,1.5,12.5,0,0,-0.9,-1.9,3.7,10.7,16.3,51.9,6.4
Ryan,Rollins,GSW,20,6,3,75,180,Toledo,USA,2022,2,44,12,5,7,5.2,1.9,0.6,1.7,35,0.3,0.8,33.3,0.5,0.5,100,0.3,0.8,1,0.5,1.3,0.1,0.1,0.8,3,0,0,-3.9,-38.1,4.3,15.3,26,50.8,21.4
Derrick,Rose,NYK,34,6,3,75,200,Memphis,USA,2008,1,1,27,12,15,12.5,5.6,2.3,5.9,38.4,0.7,2.3,30.2,0.4,0.4,91.7,0.3,1.2,1.5,1.7,0.8,0.3,0.2,0.7,10.5,0,0,-1.1,-3.5,2.2,8.2,22,46.3,20.8
Terrence,Ross,PHX,32,6,7,79,206,Washington,USA,2012,1,8,63,27,36,21.1,8.3,3.2,7.4,43,1.5,4.1,36.8,0.4,0.5,79.4,0.3,2.1,2.4,1.5,0.7,0.6,0.2,1.5,14.9,0,0,-1.2,-2.6,1.6,9.9,16.6,54.4,10.1
Terry,Rozier,CHA,29,6,1,73,190,Louisville,USA,2015,1,16,63,19,44,35.3,21.1,7.8,18.9,41.5,2.6,8,32.7,2.8,3.5,80.9,0.8,3.3,4.1,5.1,2.1,1.2,0.3,1.9,35.8,1,0,-4.6,-6.2,2.1,9.5,26.2,51.7,22
Ricky,Rubio,CLE,32,6,2,74,190,None,Spain,2009,1,5,33,23,10,17.2,5.2,1.8,5.4,34.3,0.6,2.5,25.6,0.8,1.1,80,0.3,1.8,2.1,3.5,0.9,0.8,0.2,1.5,14.9,0,0,1.4,3,1.5,11.2,17.2,44.2,29.5
D'Angelo,Russell,LAL,27,6,4,76,193,Ohio State,USA,2015,1,2,71,39,32,32.5,17.8,6.3,13.4,46.9,2.7,6.9,39.6,2.5,3,82.9,0.5,2.5,3,6.2,2.6,1,0.4,2,32.2,9,0,1.2,1.5,1.6,7.5,22.5,60.5,27.4
Matt,Ryan,MIN,26,6,6,78,215,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,34,15,19,9.1,3.6,1.2,3.2,37,0.9,2.5,38.1,0.3,0.4,83.3,0.1,0.6,0.8,0.5,0.2,0.1,0,0.8,5.5,0,0,0.6,2.2,1.3,6.7,15.7,53.8,6.8
Domantas,Sabonis,SAC,27,7,1,85,240,Gonzaga,Lithuania,2016,1,11,79,47,32,34.6,19.1,7.3,11.9,61.5,0.4,1.1,37.3,4.1,5.5,74.2,3.2,9.1,12.3,7.3,2.9,0.8,0.5,3.5,45.8,65,14,2.7,3.9,9.6,27.5,21.3,66.8,29.7
Luka,Samanic,UTA,23,6,10,82,227,None,Croatia,2019,1,19,7,2,5,23,9.9,3.7,8.1,45.6,1.1,4.4,25.8,1.3,1.9,69.2,0,4.3,4.3,2.1,1.4,0.9,0.3,2.4,20.2,0,0,-0.9,-1.7,0,16.1,19.3,55,11.5
Dario,Saric,OKC,29,6,10,82,225,None,Croatia,2014,1,12,57,26,31,14.1,6.4,2.2,4.9,45.8,0.8,2,39.1,1.1,1.3,82.9,0.9,2.7,3.6,1.3,1,0.4,0.1,1.7,13.1,2,0,0.6,1.6,6.4,19.5,18.6,58.3,13.1
Olivier,Sarr,OKC,24,6,11,83,240,Kentucky,France,Undrafted,Undrafted,Undrafted,9,5,4,12.6,4,1.7,3.3,50,0.1,0.9,12.5,0.6,0.8,71.4,1.3,2.1,3.4,0.4,0.4,0.1,0.6,1.9,10.4,1,0,1.6,6.8,9,14.7,13,54.4,4.8
Jordan,Schakel,WAS,25,6,6,78,200,San Diego State,USA,Undrafted,Undrafted,Undrafted,2,0,2,3.1,1.5,0.5,1,50,0.5,0.5,100,0,0,0,0,0,0,0.5,0,0.5,0,0.5,3.8,0,0,3,50,0,0,15.4,75,16.7
Admiral,Schofield,ORL,26,6,5,77,241,Tennessee,United Kingdom,2019,2,42,37,14,23,12.2,4.2,1.5,3.3,45.1,0.6,2,32.4,0.6,0.6,91.3,0.6,1.1,1.7,0.8,0.4,0.2,0.1,1.6,8.1,0,0,-2.1,-8.3,4.7,9.2,13.9,58.7,10.3
Dennis,Schroder,LAL,29,6,1,73,172,None,Germany,2013,1,17,66,37,29,30.1,12.6,4.1,9.8,41.5,1.1,3.4,32.9,3.3,3.8,85.7,0.3,2.2,2.5,4.5,1.7,0.8,0.2,2.2,23.4,2,0,1.9,2.8,1.1,6.7,18.3,54.5,20.2
Jay,Scrubb,ORL,22,6,5,77,220,John A. Logan,USA,2020,2,55,2,1,1,15.1,6.5,2.5,3.5,71.4,1,1,100,0.5,1,50,0,3,3,0.5,1.5,1,0,1,12.4,0,0,-8,-28.5,0,30,15.1,82.5,5.6
Dereon,Seabron,NOP,23,6,5,77,180,North Carolina State,USA,Undrafted,Undrafted,Undrafted,5,2,3,2.3,0.8,0.4,1,40,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,1,0,0,2,36.8,6.7,0,15.6,40,0
Alperen,Sengun,HOU,20,6,11,83,243,None,Turkey,2021,1,16,75,18,57,28.9,14.8,5.9,10.7,55.3,0.3,0.8,33.3,2.7,3.8,71.5,3.2,5.8,9,3.9,2.6,0.9,0.9,3.4,34.5,29,2,-3.8,-7.8,10.7,20.4,21.1,59.9,19.9
Collin,Sexton,UTA,24,6,2,74,190,Alabama,USA,2018,1,8,48,24,24,23.9,14.3,4.9,9.8,50.6,1,2.5,39.3,3.4,4.1,81.9,0.8,1.4,2.2,2.9,1.8,0.6,0.1,2.3,21.5,1,0,-0.6,0.1,3.2,5.6,23,61.6,17.8
Landry,Shamet,PHX,26,6,4,76,190,Wichita State,USA,2018,1,26,40,19,21,20.2,8.7,2.8,7.5,37.7,1.9,5,37.7,1.1,1.3,88.2,0.3,1.4,1.7,2.3,0.9,0.7,0.1,1.5,15.6,0,0,1,2.2,1.3,7,18.6,53.7,16.7
Day'Ron,Sharpe,BKN,21,6,9,81,265,North Carolina,USA,2021,1,29,48,22,26,11.5,4.7,1.9,3.6,54.4,0.1,0.2,54.5,0.7,1.1,63.6,2.1,2.1,4.2,0.8,0.9,0.3,0.7,1.9,12.9,2,0,-2.1,-8.8,16.8,19,17.3,58.1,9.9
Shaedon,Sharpe,POR,20,6,5,77,200,Kentucky,Canada,2022,1,7,80,32,48,22.2,9.9,3.8,8.1,47.2,1.3,3.5,36,0.9,1.3,71.4,0.8,2.2,3,1.2,1,0.5,0.3,1.7,16.5,0,0,-3.7,-7.6,3.7,10.2,18.6,56.8,7.9
Pascal,Siakam,TOR,29,6,8,80,230,New Mexico State,Cameroon,2016,1,27,71,35,36,37.4,24.2,8.9,18.5,48,1.3,4,32.4,5.2,6.7,77.4,1.8,6,7.8,5.8,2.4,0.9,0.5,3.2,44.3,24,2,1.7,2.4,4.7,17.7,27,56.5,24.4
Chris,Silva,DAL,26,6,8,80,234,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,1,1,0,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,12.5,0,0,25,100,0
Ben,Simmons,BKN,26,6,10,82,240,Louisiana State,Australia,2016,1,1,42,24,18,26.3,6.9,3.2,5.6,56.6,0,0,0,0.6,1.4,43.9,1,5.3,6.3,6.1,2.3,1.3,0.6,3.3,26.8,4,1,1,2.1,4,18.6,14.2,55.9,29.5
Kobi,Simmons,CHA,25,6,5,77,180,Arizona,USA,Undrafted,Undrafted,Undrafted,5,1,4,5.6,1,0.2,1.2,16.7,0.2,1,20,0.4,0.4,100,0.2,0.6,0.8,1,0.2,0,0.4,0,4.5,0,0,-3.8,-34.9,3.6,8.8,11.9,36.3,31.3
Marko,Simonovic,CHI,23,7,1,85,220,None,Montenegro,2020,2,44,7,3,4,2.8,0.9,0.3,1,28.6,0.1,0.6,25,0.1,0.3,50,0.1,0.1,0.3,0,0,0,0,0.7,1.2,0,0,2.1,27.3,4.3,5.9,14.5,38.1,0
Anfernee,Simons,POR,24,6,3,75,181,None,USA,2018,1,24,62,27,35,35,21.1,7.5,16.9,44.7,3.4,9.1,37.7,2.6,2.9,89.4,0.3,2.3,2.6,4.1,2.1,0.7,0.2,2.3,30.9,0,0,-1.2,-1.6,0.8,6.7,24.7,58.1,18.6
Jericho,Sims,NYK,24,6,10,82,250,Texas,USA,2021,2,58,52,31,21,15.6,3.4,1.6,2.1,77.6,0,0,0,0.2,0.3,75,1.9,2.8,4.7,0.5,0.5,0.3,0.5,1.8,11.7,2,0,-2.2,-6.7,11.7,17.5,7.4,78,4.4
Marcus,Smart,BOS,29,6,4,76,220,Oklahoma State,USA,2014,1,6,61,43,18,32.1,11.5,4.1,9.9,41.5,1.9,5.6,33.6,1.4,1.9,74.6,0.8,2.4,3.1,6.3,2.3,1.5,0.4,2.8,28,6,0,3.9,6.3,2.4,7.3,17.6,53.8,25.6
Dru,Smith,BKN,25,6,3,75,203,Missouri,USA,Undrafted,Undrafted,Undrafted,15,7,8,10.6,2.9,1.2,3,40,0.3,1.3,26.3,0.2,0.2,100,0.1,1.5,1.6,1.5,0.2,0.7,0.3,1.5,9.7,0,0,-1.9,-8.8,1.2,13.2,13.3,47.5,20.6
Ish,Smith,DEN,34,6,1,73,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,43,25,18,9.3,2.5,1.2,3,39.7,0,0.3,16.7,0,0.1,50,0.1,1.1,1.3,2.3,1,0.2,0.2,0.8,7.5,0,0,-0.8,-5.3,1.4,11.6,18.7,40.7,35.2
Jalen,Smith,IND,23,6,9,81,215,Maryland,USA,2020,1,10,68,31,37,18.8,9.4,3.6,7.5,47.6,0.8,2.8,28.3,1.5,2,75.9,1.9,3.9,5.8,1,1.1,0.3,0.9,2.3,20.4,7,0,-1.4,-3.8,9.3,20.1,20.1,56.5,7.6
Dennis,Smith Jr.,CHA,25,6,2,74,205,North Carolina State,USA,2017,1,9,54,19,35,25.7,8.8,3.4,8.4,41.2,0.4,2.1,21.6,1.4,2,73.6,0.5,2.6,3.1,4.8,1.5,1.4,0.5,2.3,23.8,1,0,-1.3,-2.6,1.8,9.3,17.5,47.5,27.5
Jabari,Smith Jr.,HOU,20,6,11,83,220,Auburn,USA,2022,1,3,79,21,58,31,12.8,4.6,11.3,40.8,1.5,4.9,30.7,2.1,2.6,78.6,1.5,5.7,7.2,1.3,1.3,0.5,0.9,2.9,26.5,16,0,-7,-11.3,4.7,18,18.3,51.4,5.9
Xavier,Sneed,CHA,25,6,5,77,215,Kansas State,USA,Undrafted,Undrafted,Undrafted,4,0,4,12.1,4.3,1.3,2.5,50,0.8,1.5,50,1,1,100,0,1.3,1.3,1.3,0.8,0,0.3,1.8,7.6,0,0,-7,-24.8,0,8.5,13.6,72.3,16.7
Jeremy,Sochan,SAS,20,6,8,80,230,Baylor,Poland,2022,1,9,56,15,41,26,11,4.5,9.9,45.3,0.6,2.4,24.6,1.4,2.1,69.8,1.7,3.6,5.3,2.5,1.7,0.8,0.4,2.5,22.9,2,0,-4.2,-7,6,14,19.5,50.9,13.2
Jaden,Springer,PHI,20,6,4,76,202,Tennessee,USA,2021,1,28,16,13,3,5.6,2.6,1.1,2.2,48.6,0.1,0.3,40,0.4,0.5,75,0.4,0.5,0.9,0.5,0.2,0.4,0.2,0.9,6.1,0,0,-0.2,-2.1,6.3,9.1,18.8,54.5,12.9
Lamar,Stevens,CLE,25,6,6,78,230,Penn State,USA,Undrafted,Undrafted,Undrafted,62,39,23,18.1,5.3,2.1,4.6,44.8,0.5,1.5,31.6,0.6,0.9,70.2,0.8,2.6,3.3,0.5,0.4,0.4,0.3,1.3,11.9,1,0,0.1,1.2,4.6,14.5,13.6,52.4,4
Isaiah,Stewart,DET,22,6,8,80,250,Washington,USA,2020,1,16,50,12,38,28.3,11.3,3.9,8.8,44.2,1.3,4.1,32.7,2.2,3,73.8,2.3,5.8,8.1,1.4,1.4,0.4,0.7,2.7,25,13,0,-4.5,-8,7.8,20.2,17,56,7.3
